,year,ceremony,award,id1,nom1,id2,nom2,id3,nom3,id4,nom4,nominated,winner
11830,2011 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Motion Picture,tt0947810,,tt0947810,Green Zone,nm1424285,Faycal Attougui,nm5432789,Mohamed Attougui,1,0
11831,2011 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Motion Picture,tt0955308,,tt0955308,Robin Hood,nm0020788,Lucy Allen,nm0031414,Carlo Antonioni,1,0
11832,2011 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Television Series,tt0844441,,tt0844441,True Blood,nm0104790,Nick Brandon,nm0007200,Charlie Brewer,1,1
11833,2011 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Television Series,tt0810788,,tt0810788,Burn Notice,nm2099236,Don Abbatiello,nm0050409,Kevin Ball,1,0
11834,2011 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Television Series,tt0395843,,tt0395843,CSI: NY,nm0062639,Craig Baxley Jr.,nm0202002,J.J. Dashnaw,1,0
11835,2011 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Television Series,tt0773262,,tt0773262,Dexter,nm0189593,Wally Crowder,nm0189587,Shawn Crowder,1,0
11836,2011 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Television Series,tt1299368,,tt1299368,Southland,nm1095129,Jeffrey G. Barnett,nm1232110,Kevin Derr,1,0
11837,2012 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1454029,,tt1454029,The Help,nm1567113,Jessica Chastain,nm0205626,Viola Davis,1,1
11838,2012 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1478338,,tt1478338,Bridesmaids,nm0126284,Rose Byrne,nm0001049,Jill Clayburgh,1,0
11839,2012 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1605783,,tt1605783,Midnight in Paris,nm0000870,Kathy Bates,nm0004778,Adrien Brody,1,0
11840,2012 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1655442,,tt1655442,The Artist,nm0067367,Bérénice Bejo,nm0000342,James Cromwell,1,0
11841,2012 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1033575,,tt1033575,The Descendants,nm0000977,Beau Bridges,nm0000123,George Clooney,1,0
11842,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Leading Role,nm0241121,,nm0241121,Jean Dujardin,tt1655442,The Artist,,,1,1
11843,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Leading Role,nm0000093,,nm0000093,Brad Pitt,tt1210166,Moneyball,,,1,0
11844,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Leading Role,nm0065007,,nm0065007,Demián Bichir,tt1554091,A Better Life,,,1,0
11845,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Leading Role,nm0000123,,nm0000123,George Clooney,tt1033575,The Descendants,,,1,0
11846,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Leading Role,nm0000138,,nm0000138,Leonardo DiCaprio,tt1616195,J. Edgar,,,1,0
11847,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Leading Role,nm0205626,,nm0205626,Viola Davis,tt1454029,The Help,,,1,1
11848,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Leading Role,nm0000335,,nm0000335,Glenn Close,tt1602098,Albert Nobbs,,,1,0
11849,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Leading Role,nm0000658,,nm0000658,Meryl Streep,tt1007029,The Iron Lady,,,1,0
11850,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Leading Role,nm0931329,,nm0931329,Michelle Williams,tt1655420,My Week with Marilyn,,,1,0
11851,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Leading Role,nm0842770,,nm0842770,Tilda Swinton,tt1242460,We Need to Talk About Kevin,,,1,0
11852,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Supporting Role,nm0001626,,nm0001626,Christopher Plummer,tt1532503,Beginners,,,1,1
11853,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Supporting Role,nm2309517,,nm2309517,Armie Hammer,tt1616195,J. Edgar,,,1,0
11854,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Supporting Role,nm1706767,,nm1706767,Jonah Hill,tt1210166,Moneyball,,,1,0
11855,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Supporting Role,nm0000110,,nm0000110,Kenneth Branagh,tt1655420,My Week with Marilyn,,,1,0
11856,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Supporting Role,nm0000560,,nm0000560,Nick Nolte,tt1291584,Warrior,,,1,0
11857,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Supporting Role,nm0818055,,nm0818055,Octavia Spencer,tt1454029,The Help,,,1,1
11858,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Supporting Role,nm0067367,,nm0067367,Bérénice Bejo,tt1655442,The Artist,,,1,0
11859,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Supporting Role,nm0005216,,nm0005216,Janet McTeer,tt1602098,Albert Nobbs,,,1,0
11860,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Supporting Role,nm1567113,,nm1567113,Jessica Chastain,tt1454029,The Help,,,1,0
11861,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Supporting Role,nm0565250,,nm0565250,Melissa McCarthy,tt1478338,Bridesmaids,,,1,0
11862,2012 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt1442437,,tt1442437,Modern Family,nm4682545,Aubrey Anderson-Emmons,nm0100866,Julie Bowen,1,1
11863,2012 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt0496424,,tt0496424,30 Rock,nm0012523,Scott Adsit,nm0000285,Alec Baldwin,1,0
11864,2012 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt1327801,,tt1327801,Glee,nm1872698,Dianna Agron,nm3182094,Chris Colfer,1,0
11865,2012 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt0898266,,tt0898266,The Big Bang Theory,nm0080524,Mayim Bialik,nm0192505,Kaley Cuoco,1,0
11866,2012 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt0386676,,tt0386676,The Office,nm1534715,Leslie David Baker,nm1580911,Brian Baumgartner,1,0
11867,2012 Awards,Actor,Outstanding Performance by an Ensemble in a Drama Series,tt0979432,,tt0979432,Boardwalk Empire,nm0000114,Steve Buscemi,nm0156940,Dominic Chianese,1,1
11868,2012 Awards,Actor,Outstanding Performance by an Ensemble in a Drama Series,tt0903747,,tt0903747,Breaking Bad,nm0052186,Jonathan Banks,nm1336827,Betsy Brandt,1,0
11869,2012 Awards,Actor,Outstanding Performance by an Ensemble in a Drama Series,tt0773262,,tt0773262,Dexter,nm0113117,Billy Brown,nm1358539,Jennifer Carpenter,1,0
11870,2012 Awards,Actor,Outstanding Performance by an Ensemble in a Drama Series,tt0944947,,tt0944947,Game of Thrones,nm3822505,Amrita Acharia,nm0004692,Mark Addy,1,0
11871,2012 Awards,Actor,Outstanding Performance by an Ensemble in a Drama Series,tt1442462,,tt1442462,The Good Wife,nm0004724,Christine Baranski,nm0001038,Josh Charles,1,0
11872,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Comedy Series,nm0000285,,nm0000285,Alec Baldwin,tt0496424,30 Rock,,,1,1
11873,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Comedy Series,nm0832314,,nm0832314,Eric Stonestreet,tt1442437,Modern Family,,,1,0
11874,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Comedy Series,nm0001083,,nm0001083,Jon Cryer,tt0369179,Two and a Half Men,,,1,0
11875,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Comedy Series,nm0136797,,nm0136797,Steve Carell,tt0386676,The Office,,,1,0
11876,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Comedy Series,nm0123092,,nm0123092,Ty Burrell,tt1442437,Modern Family,,,1,0
11877,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Comedy Series,nm0924508,,nm0924508,Betty White,tt1583607,Hot in Cleveland,,,1,1
11878,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Comedy Series,nm0004908,,nm0004908,Edie Falco,tt1190689,Nurse Jackie,,,1,0
11879,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Comedy Series,nm0100866,,nm0100866,Julie Bowen,tt1442437,Modern Family,,,1,0
11880,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Comedy Series,nm0005527,,nm0005527,Sofía Vergara,tt1442437,Modern Family,,,1,0
11881,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Comedy Series,nm0275486,,nm0275486,Tina Fey,tt0496424,30 Rock,,,1,0
11882,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Drama Series,nm0000114,,nm0000114,Steve Buscemi,tt0979432,Boardwalk Empire,,,1,1
11883,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Drama Series,nm0186505,,nm0186505,Bryan Cranston,tt0903747,Breaking Bad,,,1,0
11884,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Drama Series,nm0151419,,nm0151419,Kyle Chandler,tt0758745,Friday Night Lights,,,1,0
11885,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Drama Series,nm0355910,,nm0355910,Michael C. Hall,tt0773262,Dexter,,,1,0
11886,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Drama Series,nm1140666,,nm1140666,Patrick J. Adams,tt1632701,Suits,,,1,0
11887,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Drama Series,nm0001448,,nm0001448,Jessica Lange,tt1844624,American Horror Story,,,1,1
11888,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Drama Series,nm0000335,,nm0000335,Glenn Close,tt0914387,Damages,,,1,0
11889,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Drama Series,nm0000523,,nm0000523,Julianna Margulies,tt1442462,The Good Wife,,,1,0
11890,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Drama Series,nm0000870,,nm0000870,Kathy Bates,tt1582453,Harry's Law,,,1,0
11891,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Drama Series,nm0001718,,nm0001718,Kyra Sedgwick,tt0458253,The Closer,,,1,0
11892,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,nm0316079,,nm0316079,Paul Giamatti,tt1742683,Too Big to Fail,,,1,1
11893,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,nm0001427,,nm0001427,Greg Kinnear,tt1567215,The Kennedys,,,1,0
11894,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,nm0001602,,nm0001602,Guy Pearce,tt1492030,Mildred Pierce,,,1,0
11895,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,nm0000249,,nm0000249,James Woods,tt1742683,Too Big to Fail,,,1,0
11896,2012 Awards,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,nm0000401,,nm0000401,Laurence Fishburne,tt1844811,Thurgood,,,1,0
11897,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,nm0000701,,nm0000701,Kate Winslet,tt1492030,Mildred Pierce,,,1,1
11898,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,nm0924508,,nm0924508,Betty White,tt1709157,The Lost Valentine,,,1,0
11899,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,nm0000178,,nm0000178,Diane Lane,tt1623742,Cinema Verite,,,1,0
11900,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,nm0001833,,nm0001833,Emily Watson,tt1831575,Appropriate Adult,,,1,0
11901,2012 Awards,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,nm0001749,,nm0001749,Maggie Smith,tt1606375,Downton Abbey,,,1,0
11902,2012 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Motion Picture,tt1201607,,tt1201607,Harry Potter and the Deathly Hallows: Part 2,tt1201607,Harry Potter and the Deathly Hallows - Part 2 (original title),nm0020788,Lucy Allen,1,1
11903,2012 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Motion Picture,tt0409847,,tt0409847,Cowboys & Aliens,nm0017714,Bobby Aldridge,nm3289646,J.C. Augare,1,0
11904,2012 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Motion Picture,tt1385826,,tt1385826,The Adjustment Bureau,nm1183872,G.A. Aguilar,nm0113843,Jill Brown,1,0
11905,2012 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Motion Picture,tt1399103,,tt1399103,Transformers: Dark of the Moon,nm0014380,Terry Ahue,nm0022315,Robert Alonzo,1,0
11906,2012 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Motion Picture,tt1270798,,tt1270798,X-Men: First Class,tt1270798,X: First Class (original title),nm0008619,Kevin Abercrombie,1,0
11907,2012 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Television Series,tt0944947,,tt0944947,Game of Thrones,nm1282392,Asen Asenov,nm0073467,Ferenc Berecz,1,1
11908,2012 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Television Series,tt0773262,,tt0773262,Dexter,nm1941679,Tammie Baird,nm0189593,Wally Crowder,1,0
11909,2012 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Television Series,tt1299368,,tt1299368,Southland,nm0043013,Brian Avery,nm0584395,Julie Michaels,1,0
11910,2012 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Television Series,tt1758429,,tt1758429,Spartacus: Gods of the Arena,nm4278958,Tyrone Bell,nm1397662,Mana Hira Davis,1,0
11911,2012 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Television Series,tt0844441,,tt0844441,True Blood,nm2648469,Stella Angelova,nm0007200,Charlie Brewer,1,0
11912,2012 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Television Series,tt0944947,,tt0944947,Game of Thrones,,,,,1,1
11913,2013 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1024648,,tt1024648,Argo,nm0000255,Ben Affleck,nm0000273,Alan Arkin,1,1
11914,2013 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1707386,,tt1707386,Les Misérables,nm0413168,Hugh Jackman,nm0000128,Russell Crowe,1,0
11915,2013 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt0443272,,tt0443272,Lincoln,nm0000358,Daniel Day-Lewis,nm0000398,Sally Field,1,0
11916,2013 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1045658,,tt1045658,Silver Linings Playbook,nm0177896,Bradley Cooper,nm0000134,Robert De Niro,1,0
11917,2013 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1412386,,tt1412386,The Best Exotic Marigold Hotel,nm0001132,Judi Dench,nm0408309,Celia Imrie,1,0
11918,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Leading Role,nm0000358,,nm0000358,Daniel Day-Lewis,tt0443272,Lincoln,,,1,1
11919,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Leading Role,nm0177896,,nm0177896,Bradley Cooper,tt1045658,Silver Linings Playbook,,,1,0
11920,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Leading Role,nm0000243,,nm0000243,Denzel Washington,tt1907668,Flight,,,1,0
11921,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Leading Role,nm0413168,,nm0413168,Hugh Jackman,tt1707386,Les Misérables,,,1,0
11922,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Leading Role,nm0370035,,nm0370035,John Hawkes,tt1866249,The Sessions,,,1,0
11923,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Leading Role,nm2225369,,nm2225369,Jennifer Lawrence,tt1045658,Silver Linings Playbook,,,1,1
11924,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Leading Role,nm0000545,,nm0000545,Helen Mirren,tt0975645,Hitchcock,,,1,0
11925,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Leading Role,nm1567113,,nm1567113,Jessica Chastain,tt1790885,Zero Dark Thirty,,,1,0
11926,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Leading Role,nm0182839,,nm0182839,Marion Cotillard,tt2053425,Rust and Bone,tt2053425,De rouille et d'os (original title),1,0
11927,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Leading Role,nm0915208,,nm0915208,Naomi Watts,tt1649419,The Impossible,tt1649419,Lo imposible (original title),1,0
11928,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Supporting Role,nm0000169,,nm0000169,Tommy Lee Jones,tt0443272,Lincoln,,,1,1
11929,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Supporting Role,nm0000273,,nm0000273,Alan Arkin,tt1024648,Argo,,,1,0
11930,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Supporting Role,nm0000849,,nm0000849,Javier Bardem,tt1074638,Skyfall,,,1,0
11931,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Supporting Role,nm0000450,,nm0000450,Philip Seymour Hoffman,tt1560747,The Master,,,1,0
11932,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Supporting Role,nm0000134,,nm0000134,Robert De Niro,tt1045658,Silver Linings Playbook,,,1,0
11933,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Supporting Role,nm0004266,,nm0004266,Anne Hathaway,tt1707386,Les Misérables,,,1,1
11934,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Supporting Role,nm0000166,,nm0000166,Helen Hunt,tt1866249,The Sessions,,,1,0
11935,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Supporting Role,nm0001749,,nm0001749,Maggie Smith,tt1412386,The Best Exotic Marigold Hotel,,,1,0
11936,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Supporting Role,nm0000173,,nm0000173,Nicole Kidman,tt1496422,The Paperboy,,,1,0
11937,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Supporting Role,nm0000398,,nm0000398,Sally Field,tt0443272,Lincoln,,,1,0
11938,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt1442437,,tt1442437,Modern Family,nm0123092,Ty Burrell,nm2188098,Nolan Gould,1,1
11939,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt0496424,,tt0496424,30 Rock,nm0275486,Tina Fey,nm0000285,Alec Baldwin,1,0
11940,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt1327801,,tt1327801,Glee,nm1872698,Dianna Agron,nm3182094,Chris Colfer,1,0
11941,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt1190689,,tt1190689,Nurse Jackie,nm2662815,Mackenzie Aladjem,nm0078925,Eve Best,1,0
11942,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt0898266,,tt0898266,The Big Bang Theory,nm0080524,Mayim Bialik,nm0192505,Kaley Cuoco,1,0
11943,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Comedy Series,tt0386676,,tt0386676,The Office,nm1534715,Leslie David Baker,nm1580911,Brian Baumgartner,1,0
11944,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Drama Series,tt1606375,,tt1606375,Downton Abbey,nm0185354,Brendan Coyle,nm0630149,Lesley Nicol,1,1
11945,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Drama Series,tt0979432,,tt0979432,Boardwalk Empire,nm0000114,Steve Buscemi,nm0129651,Chris Caldovino,1,0
11946,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Drama Series,tt0903747,,tt0903747,Breaking Bad,nm0052186,Jonathan Banks,nm1336827,Betsy Brandt,1,0
11947,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Drama Series,tt1796960,,tt1796960,Homeland,nm1072555,Morena Baccarin,nm3154303,Timothée Chalamet,1,0
11948,2013 Awards,Actor,Outstanding Performance by an Ensemble in a Drama Series,tt0804503,,tt0804503,Mad Men,nm1133651,Ben Feldman,nm0272474,Jay R. Ferguson,1,0
11949,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Comedy Series,nm0000285,,nm0000285,Alec Baldwin,tt0496424,30 Rock,,,1,1
11950,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Comedy Series,nm0832314,,nm0832314,Eric Stonestreet,tt1442437,Modern Family,,,1,0
11951,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Comedy Series,nm1433588,,nm1433588,Jim Parsons,tt0898266,The Big Bang Theory,,,1,0
11952,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Comedy Series,nm0127373,,nm0127373,Louis C.K.,tt1492966,Louie,,,1,0
11953,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Comedy Series,nm0123092,,nm0123092,Ty Burrell,tt1442437,Modern Family,,,1,0
11954,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Comedy Series,nm0275486,,nm0275486,Tina Fey,tt0496424,30 Rock,,,1,1
11955,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Comedy Series,nm0688132,,nm0688132,Amy Poehler,tt1266020,Parks and Recreation,,,1,0
11956,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Comedy Series,nm0924508,,nm0924508,Betty White,tt1583607,Hot in Cleveland,,,1,0
11957,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Comedy Series,nm0004908,,nm0004908,Edie Falco,tt1190689,Nurse Jackie,,,1,0
11958,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Comedy Series,nm0005527,,nm0005527,Sofía Vergara,tt1442437,Modern Family,,,1,0
11959,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Drama Series,nm0186505,,nm0186505,Bryan Cranston,tt0903747,Breaking Bad,,,1,1
11960,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Drama Series,nm0507073,,nm0507073,Damian Lewis,tt1796960,Homeland,,,1,0
11961,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Drama Series,nm0001099,,nm0001099,Jeff Daniels,tt1870479,The Newsroom,,,1,0
11962,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Drama Series,nm0358316,,nm0358316,Jon Hamm,tt0804503,Mad Men,,,1,0
11963,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Drama Series,nm0000114,,nm0000114,Steve Buscemi,tt0979432,Boardwalk Empire,,,1,0
11964,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Drama Series,nm0000132,,nm0000132,Claire Danes,tt1796960,Homeland,,,1,1
11965,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Drama Series,nm0001448,,nm0001448,Jessica Lange,tt1844624,American Horror Story,,,1,0
11966,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Drama Series,nm0000523,,nm0000523,Julianna Margulies,tt1442462,The Good Wife,,,1,0
11967,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Drama Series,nm0001749,,nm0001749,Maggie Smith,tt1606375,Downton Abbey,,,1,0
11968,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Drama Series,nm1890784,,nm1890784,Michelle Dockery,tt1606375,Downton Abbey,,,1,0
11969,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,nm0000126,,nm0000126,Kevin Costner,tt1985443,Hatfields & McCoys,,,1,1
11970,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,nm0000200,,nm0000200,Bill Paxton,tt1985443,Hatfields & McCoys,,,1,0
11971,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,nm0654110,,nm0654110,Clive Owen,tt0423455,Hemingway & Gellhorn,,,1,0
11972,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,nm0000438,,nm0000438,Ed Harris,tt1848902,Game Change,,,1,0
11973,2013 Awards,Actor,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,nm0000437,,nm0000437,Woody Harrelson,tt1848902,Game Change,,,1,0
11974,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,nm0000194,,nm0000194,Julianne Moore,tt1848902,Game Change,,,1,1
11975,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,nm0005569,,nm0005569,Alfre Woodard,tt2328749,Steel Magnolias,,,1,0
11976,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,nm0001648,,nm0001648,Charlotte Rampling,tt2241676,Restless,,,1,0
11977,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,nm0000173,,nm0000173,Nicole Kidman,tt0423455,Hemingway & Gellhorn,,,1,0
11978,2013 Awards,Actor,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,nm0000244,,nm0000244,Sigourney Weaver,tt2239947,Political Animals,,,1,0
11979,2013 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,tt1074638,,tt1074638,Skyfall,nm3262249,Hussain Abdullah,nm3646747,Arsha Aghdasi,1,1
11980,2013 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,tt1707386,,tt1707386,Les Misérables,nm4635997,Rachelle Beinart,nm0103525,Richard Bradshaw,1,0
11981,2013 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,tt0948470,,tt0948470,The Amazing Spider-Man,nm0011121,Keith Adams,nm3588257,Bannon Anderson,1,0
11982,2013 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,tt1194173,,tt1194173,The Bourne Legacy,nm0065748,Perry Beckham,nm0066482,Dickey Beer,1,0
11983,2013 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Motion Picture,tt1345836,,tt1345836,The Dark Knight Rises,nm1180072,Sean Adames,nm2520655,Vanessa Alameda,1,0
11984,2013 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Television Series,tt0944947,,tt0944947,Game of Thrones,nm2812357,Rob Cooper,nm0249276,Jamie Edgell,1,1
11985,2013 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Television Series,tt0979432,,tt0979432,Boardwalk Empire,nm1384282,Scott Burik,nm0148225,Chris Cenatiempo,1,0
11986,2013 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Television Series,tt0903747,,tt0903747,Breaking Bad,nm2348945,Laurence Chavez,nm0331814,Al Goto,1,0
11987,2013 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Television Series,tt1124373,,tt1124373,Sons of Anarchy,nm1941679,Tammie Baird,nm0105743,Eddie Braun,1,0
11988,2013 Awards,Actor,Outstanding Action Performance by a Stunt Ensemble in a Television Series,tt1520211,,tt1520211,The Walking Dead,nm1869867,Philip Dido,nm1354180,Bob Fisher,1,0
11989,2013 Awards,Actor,Outstanding Performance by a Stunt Ensemble in a Motion Picture,tt1345836,,tt1345836,The Dark Knight Rises,,,,,1,1
11990,2014 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1800241,,tt1800241,American Hustle,nm0010736,Amy Adams,nm0000288,Christian Bale,1,1
11991,2014 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt2024544,,tt2024544,12 Years a Slave,nm1212722,Benedict Cumberbatch,nm0200452,Paul Dano,1,0
11992,2014 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt1322269,,tt1322269,August: Osage County,nm1113550,Abigail Breslin,nm0177933,Chris Cooper,1,0
11993,2014 Awards,Actor,Outstanding Performance by a Cast in a Motion Picture,tt0790636,,tt0790636,Dallas Buyers Club,nm0004950,Jennifer Garner,nm0000190,Matthew McConaughey,1,0
